1,6.683552253353864e-01,6.699741619067393e-01,6.342833113229146e-01,3.943073652510606e-01,2.184473699484113e-01,1.740489696397890e-01,7.589075418479869e-01,1.041199544734603e-01,3.726277958475888e-01,3.836660299205048e-01
2,6.295929559990243e-02,4.487129548972283e-01,3.783498782609681e-01,8.331473061511923e-01,2.059368324097441e-02,7.948997527929156e-01,3.599496282240941e-01,7.752871501318328e-01,2.381402744101374e-01,5.576357864685841e-01
3,5.087850483257790e-01,4.535577821058567e-01,1.930142771656441e-01,7.433859694498539e-01,2.931590844749461e-01,7.911439632202539e-01,9.760259493654371e-01,1.496088364222877e-01,9.292379733222740e-01,6.394578845103950e-01
4,2.216106132375346e-01,9.417687308573113e-01,8.767475109225989e-01,2.298276065021183e-01,4.257576822599275e-01,7.925150264208974e-01,6.414571811592396e-01,2.854253928593532e-01,1.166511878687733e-01,5.210999050561813e-01
5,5.516624724237496e-01,6.495747041527833e-01,5.545297490724639e-01,8.750081613548182e-01,3.149914219334874e-01,5.768591020908923e-01,9.575787724859858e-02,2.429907474934896e-01,7.520226768902807e-01,1.691448316879716e-01
6,5.206928086508466e-01,3.479023042519326e-01,8.584468832161557e-02,8.651258540186575e-01,6.817055166353704e-01,3.120906921336474e-01,3.878796046398999e-01,4.523641274738490e-01,7.084951619679408e-02,7.516839499445586e-01
7,6.376406784203921e-01,2.815929436910680e-02,6.575350882236987e-01,5.180864767639075e-01,2.316541416010263e-01,3.308313516649845e-01,9.823485900004993e-01,3.929674442228048e-02,3.644682317501201e-01,6.990052222822656e-01
8,3.306522763204582e-01,4.661539423194266e-01,9.495334430935995e-01,4.069518732104966e-01,6.619206553857270e-01,5.598372763738295e-01,4.751770008685664e-01,2.453384752524351e-01,6.283760063376277e-01,2.288141194774782e-01
9,7.183834516171075e-01,2.099187759109924e-01,6.912700226744432e-01,8.467903563751952e-01,3.267212470988651e-01,3.736245851977746e-01,8.062805375985505e-02,9.576081728360467e-01,1.446948041958067e-01,3.589452099545258e-01
10,4.754123669735917e-01,1.975857246779944e-02,4.698724201960266e-01,5.932870683051421e-01,3.383150214695307e-01,8.678302871142883e-01,9.380915639576903e-02,9.933713276363498e-03,6.642842618774747e-01,6.694454258132423e-01
11,3.354117031113761e-01,1.565653388069226e-01,6.336506260420873e-01,3.250140547928628e-01,3.154789165288696e-01,6.129430159018079e-01,3.925794309160939e-01,5.256870646820894e-01,7.778953612035481e-01,6.595138163537614e-01
12,8.564378635854297e-01,8.656571633634436e-02,5.878685708051357e-02,3.714020506054301e-01,8.592880982040830e-01,7.185389844355250e-01,5.606664232694308e-01,1.870133812954579e-01,4.581139809788560e-01,5.250471719381697e-01
13,3.202342416742476e-01,5.880953422492228e-01,6.956862652597802e-01,7.979009295309247e-01,6.191274303597440e-01,1.644759546062540e-01,1.900771608640148e-01,5.778838172925644e-01,9.357443830036375e-01,4.166944787497467e-01
14,3.596643895832016e-01,4.540917605116725e-01,5.279002259870100e-01,9.158534772519411e-01,8.442202831530743e-03,9.412527715457437e-01,5.188045087841460e-01,5.275169573787253e-01,4.941455965870366e-01,5.704385874096847e-01
15,4.036969623585694e-01,8.672096993786669e-01,6.876208956071730e-01,2.563977608152024e-01,3.741428846283277e-01,3.061909295013907e-01,7.021303150423099e-01,2.170118193891446e-01,8.154326710616854e-01,5.351949266160394e-02
16,6.699909801878193e-01,6.644745509907516e-01,5.037891295501546e-01,3.650761855437592e-01,7.657485698615794e-01,3.741703753556763e-01,8.417085253730605e-02,6.187679538296375e-01,3.253307141087519e-01,2.347515505168677e-01
17,7.575310721502528e-01,3.886139298786376e-01,2.847021944281617e-01,9.748552808260262e-01,8.742949452777837e-02,5.265153906372677e-01,3.988599314143551e-01,3.995479574985396e-01,1.757285709475999e-01,3.952616735676692e-01
18,7.988887177881504e-02,8.461282970937167e-01,7.593257713879293e-01,4.335953718728967e-01,6.419018584454739e-02,4.288196901719364e-01,3.885784979933756e-01,4.446205799116889e-01,9.694826309131368e-01,5.544887369071708e-01
19,1.032573585878902e-01,7.864290676071332e-01,6.433870541530093e-01,4.486518673638512e-01,5.432736246814099e-01,3.901004637869911e-01,5.372478796271024e-02,4.150834207465456e-01,7.853463135298969e-01,5.281339382282646e-01
20,7.378094221541103e-01,6.421727482897678e-01,4.695662420105881e-01,4.733618090780050e-01,5.112788928556363e-01,2.971898976941001e-01,6.119712840980299e-01,4.657323181433042e-01,5.311603245743292e-01,9.467720159063042e-02
21,8.050012670864028e-01,3.129617158784524e-01,4.276746676355519e-01,4.834455680993480e-01,9.765752499870529e-01,4.542712545112471e-01,2.918240787981261e-01,8.845325964577354e-01,6.701539455416935e-01,7.214777861767685e-01
22,9.884526395192972e-02,2.915794526102998e-01,7.678458990257596e-01,2.038572034676874e-01,5.806019851932851e-01,2.467856337820448e-01,8.308167374199609e-01,7.718556786804887e-04,5.697453593895492e-01,6.210466143556352e-01
23,4.050881856077147e-01,8.402409207853272e-01,3.932122423730388e-01,3.146706430493196e-01,6.773059978102693e-01,7.506292106363890e-01,1.982031242576470e-01,6.884246698757324e-01,4.941806389811372e-01,3.402203340507874e-01
24,4.349594609865116e-01,5.733064354399606e-01,4.555203635495616e-01,2.315345472562222e-01,9.600994469904240e-01,1.620811280483814e-02,7.249785136432790e-01,7.042921828351285e-01,6.516069446337425e-01,5.589151217414671e-01
25,9.768789308455119e-01,6.363563245381324e-01,5.982131893619015e-01,3.335685535377000e-01,8.521277227099080e-01,6.334099106485632e-01,3.084488545461929e-01,1.835359996578733e-01,8.595232784548366e-01,1.303031039426299e-01
26,2.632447920654390e-01,1.008224416592808e-01,5.989059620127113e-01,3.732562275804263e-01,4.025438110244504e-01,5.346724923653077e-01,4.485401090591380e-01,6.648638496139566e-01,3.629365945917599e-01,9.381393641787408e-01
27,9.304009957465745e-01,3.019595294728671e-01,2.856350771666693e-01,9.223106252754467e-01,6.057457864045417e-01,2.000298137895523e-01,8.167128244606371e-01,1.892374346888405e-01,3.027417792161655e-01,5.836485916160913e-01
28,6.056946062734199e-01,4.259801862668687e-01,6.877931004046360e-01,8.508831919570153e-02,7.222886565351803e-01,7.483954269006142e-01,1.200295891479737e-01,8.781583356072714e-02,9.910338965973796e-01,5.595226659411935e-01
29,4.892013760098640e-01,9.338551955339390e-01,7.232078093824796e-01,4.246775068052344e-02,5.903003424969034e-01,3.908684522127044e-01,6.815921699985938e-01,5.147268660473139e-01,2.830309389132966e-01,5.436126240160682e-01
30,2.738367715136825e-01,6.134321130759236e-01,1.098119569005516e-01,9.168328266694039e-01,2.702125429491690e-01,1.607227765741878e-01,2.650392206648308e-01,8.615956698133460e-01,8.123930450919965e-01,7.445368051441303e-01
31,6.594908046780241e-01,6.983931624081647e-01,2.224611769177887e-01,3.678239050361222e-01,6.839587579730648e-01,3.705784453836717e-01,4.159677029943532e-02,8.370757658812432e-01,1.158619993903700e-01,5.186536247622655e-01
32,2.939874155338196e-01,6.754757305695702e-01,4.929553172516205e-01,8.121793473626040e-01,8.290259342466952e-01,5.303704231973267e-01,4.856180176526087e-01,2.164612771672115e-01,1.525775832350820e-01,7.369587565682991e-01
33,8.345027920721457e-01,6.169458806180202e-01,3.482429323340025e-01,6.201699013206556e-01,9.265460277673782e-02,9.493697103403372e-01,7.638749499406742e-01,2.192415680362938e-01,4.317378309989922e-01,1.318715416873855e-01
34,5.253341771619167e-01,8.344942603399506e-01,6.932403188490749e-02,7.639373811354013e-01,2.160731871717136e-01,6.264513032875916e-01,9.922259388145342e-01,2.431708256700800e-01,2.887318734589133e-01,4.236926698711873e-01
35,6.208862923530428e-01,3.713912253689854e-01,6.690256983599019e-02,5.528781416589765e-01,5.870533046333621e-01,4.398152513555573e-01,5.332408533688617e-01,5.657618828862799e-01,2.912502258667482e-02,7.585034948504966e-01
36,5.723622116686953e-01,2.078728909394960e-01,6.090217065183254e-01,4.205739257295085e-01,9.361568920215425e-01,1.974685865971210e-01,2.750637757412402e-01,8.536232664893489e-01,2.858328463879942e-01,5.634380150437354e-01
37,6.986372763091497e-02,1.296165204683062e-01,5.145010744532065e-01,3.942331538789997e-01,4.728661996805795e-01,5.683645004424869e-01,6.250713962969741e-01,7.976094501214335e-01,6.649668217775959e-01,6.589064723361152e-01
38,6.306494962820328e-01,6.778480500019335e-03,2.546067577638351e-01,6.760355438669067e-01,2.923949720460615e-01,5.232625364945844e-01,7.065354311158112e-02,9.396805651115667e-01,4.296196066324688e-01,6.908811867716089e-01
39,1.078161421334786e-01,2.242943933177266e-01,9.837010899796448e-01,6.524146062626314e-01,1.649149045316601e-01,4.625896635625464e-01,4.632474876340653e-01,3.354086073121705e-01,6.983388468750246e-01,6.597297224131868e-01
40,3.085940101806855e-01,7.915479535393849e-01,3.920092828779393e-01,4.094397901985080e-01,9.712431366535992e-01,1.157828667215598e-01,7.366770818045708e-01,3.339974085388994e-01,9.875354117340230e-01,1.407508311117908e-01
41,4.472619353916384e-01,6.735271675238441e-01,5.708081676149596e-01,8.667794862491229e-02,7.438994577688482e-01,9.527161082533983e-01,1.767983273526603e-01,3.972499620183414e-01,6.670055785393207e-01,4.296578549622810e-01
42,6.214577919747344e-01,4.560601970775350e-01,7.601686936261416e-01,2.541210740842226e-01,5.999889194837155e-02,7.862598946415029e-01,3.833885715799309e-01,1.953517383967512e-01,6.016712193167190e-01,4.386319220780687e-01
43,8.192904777441978e-02,9.780127287896516e-01,4.217337049086317e-01,5.072329743244515e-01,7.852948483650088e-01,9.271276877573680e-01,8.222539313870880e-02,9.527820849053029e-01,1.324309405338132e-01,9.930278186699352e-01
